Station,Month,Parameter,From,To,Date,Concentration
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-22,143.83
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-22,190.62
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-22,166.43
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-23,160.78
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-23,125.59
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-23,105.53
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-23,93.56
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-23,92.87
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-23,94.64
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-23,96.47
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-23,101.99
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-23,127.12
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-23,155.68
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-23,176.32
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-23,182.77
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-23,190.17
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-23,180.53
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-23,151.18
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-23,139.69
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-23,164.71
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-23,148.88
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-23,140.63
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-23,134.48
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-23,123.3
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-24,98.65
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-24,101.03
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-24,107.92
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-24,111.42
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-24,109.93
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-24,105.74
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-24,105.29
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-24,101.06
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-25,96.07
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-25,88.36
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-25,83.62
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-25,77.47
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-25,76.83
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-25,83.07
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-25,89.55
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-25,102.63
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-25,105.1
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-25,110.06
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-25,102.98
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-25,107.56
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-25,116.57
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-25,100.26
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-25,98.3
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-25,102.35
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-25,114.06
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-25,115.02
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-25,133.47
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-25,135.97
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-25,145.13
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-25,124.18
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-25,134.81
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-25,126.82
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-26,119.13
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-26,103.76
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-26,85.58
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-26,86.56
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-26,84.78
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-26,97.24
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-26,117.39
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-26,113.38
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-26,114.57
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-26,107.6
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-26,109.38
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-26,123.1
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-26,129.53
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-26,122.22
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-26,114.01
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-26,128.21
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-26,145.44
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-26,145.76
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-26,137.94
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-26,136.08
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-26,142.01
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-26,137.58
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-26,125.88
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-26,119.18
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-27,105.23
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-27,93.64
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-27,88.67
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-27,84.85
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-27,87.88
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-27,94.96
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-27,103.33
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-27,122.5
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-27,130.87
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-27,128.49
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-27,131.94
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-27,142.05
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-27,151.61
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-27,143.62
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-27,121.6
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-27,119.45
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-27,140.22
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-27,149.04
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-27,142.76
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-27,131.18
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-27,131.01
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-27,133.31
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-27,134.9
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-27,127.35
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-28,109.4
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-28,92.62
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-28,78.31
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-28,72.17
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-28,73.55
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-28,85.55
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-28,107.28
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-28,122.48
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-28,126.57
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-28,131.14
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-28,111.1
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-28,132.76
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-28,134.82
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-28,116.91
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-28,112.37
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-28,118.08
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-28,125.28
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-28,134.87
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-28,133.26
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-28,128.95
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-28,123.24
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-28,123.24
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-28,127.86
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-28,117.88
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-29,114.97
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-29,101.48
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-29,79.79
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-29,77.09
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-29,85
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-29,91.06
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-29,103.8
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-29,123.44
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-29,114.16
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-29,130.8
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-29,113.94
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-29,125.37
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-29,137.46
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-29,114.52
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-29,110.5
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-29,114.68
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-29,116.72
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-29,123.92
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-29,122.43
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-29,120.24
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-29,122.28
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-29,124.65
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-29,132.84
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-29,111.18
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-30,109.71
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-30,101.82
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-30,90.88
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-30,85.69
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-30,83.76
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-30,88.76
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-30,109.85
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-30,110.89
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-30,119.31
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-30,134.85
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-30,154.04
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-30,141.89
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-30,147.06
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-30,145.22
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-30,132.42
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-30,155.38
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-30,138.14
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-30,140.42
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-30,125.23
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-30,122.22
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-30,117.91
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-30,155.03
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-30,173.42
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-30,136.53
ANANDVIHAR,Dec,NO2, 00:00:00, 00:59:00,2015-12-31,99.36
ANANDVIHAR,Dec,NO2, 01:00:00, 01:59:00,2015-12-31,95.1
ANANDVIHAR,Dec,NO2, 02:00:00, 02:59:00,2015-12-31,88.54
ANANDVIHAR,Dec,NO2, 03:00:00, 03:59:00,2015-12-31,84.54
ANANDVIHAR,Dec,NO2, 04:00:00, 04:59:00,2015-12-31,83.66
ANANDVIHAR,Dec,NO2, 05:00:00, 05:59:00,2015-12-31,89.92
ANANDVIHAR,Dec,NO2, 06:00:00, 06:59:00,2015-12-31,92.01
ANANDVIHAR,Dec,NO2, 07:00:00, 07:59:00,2015-12-31,79.44
ANANDVIHAR,Dec,NO2, 08:00:00, 08:59:00,2015-12-31,97.92
ANANDVIHAR,Dec,NO2, 09:00:00, 09:59:00,2015-12-31,123.69
ANANDVIHAR,Dec,NO2, 10:00:00, 10:59:00,2015-12-31,145.54
ANANDVIHAR,Dec,NO2, 11:00:00, 11:59:00,2015-12-31,153.14
ANANDVIHAR,Dec,NO2, 12:00:00, 12:59:00,2015-12-31,192.84
ANANDVIHAR,Dec,NO2, 13:00:00, 13:59:00,2015-12-31,154.98
ANANDVIHAR,Dec,NO2, 14:00:00, 14:59:00,2015-12-31,104.1
ANANDVIHAR,Dec,NO2, 15:00:00, 15:59:00,2015-12-31,110.29
ANANDVIHAR,Dec,NO2, 16:00:00, 16:59:00,2015-12-31,116.47
ANANDVIHAR,Dec,NO2, 17:00:00, 17:59:00,2015-12-31,134.27
ANANDVIHAR,Dec,NO2, 18:00:00, 18:59:00,2015-12-31,129
ANANDVIHAR,Dec,NO2, 19:00:00, 19:59:00,2015-12-31,144.63
ANANDVIHAR,Dec,NO2, 20:00:00, 20:59:00,2015-12-31,132.38
ANANDVIHAR,Dec,NO2, 21:00:00, 21:59:00,2015-12-31,121.97
ANANDVIHAR,Dec,NO2, 22:00:00, 22:59:00,2015-12-31,118.92
ANANDVIHAR,Dec,NO2, 23:00:00, 23:59:00,2015-12-31,165
ANANDVIHAR,Jan,NO2, 00:00:00, 00:59:00,2016-01-01,105.57
ANANDVIHAR,Jan,NO2, 01:00:00, 01:59:00,2016-01-01,89.07
ANANDVIHAR,Jan,NO2, 02:00:00, 02:59:00,2016-01-01,91.96
ANANDVIHAR,Jan,NO2, 03:00:00, 03:59:00,2016-01-01,79.14
ANANDVIHAR,Jan,NO2, 04:00:00, 04:59:00,2016-01-01,91.57
ANANDVIHAR,Jan,NO2, 05:00:00, 05:59:00,2016-01-01,104.95
ANANDVIHAR,Jan,NO2, 06:00:00, 06:59:00,2016-01-01,81.68
ANANDVIHAR,Jan,NO2, 07:00:00, 07:59:00,2016-01-01,90.47
ANANDVIHAR,Jan,NO2, 08:00:00, 08:59:00,2016-01-01,102.64
ANANDVIHAR,Jan,NO2, 09:00:00, 09:59:00,2016-01-01,107.62
ANANDVIHAR,Jan,NO2, 10:00:00, 10:59:00,2016-01-01,111.38
ANANDVIHAR,Jan,NO2, 11:00:00, 11:59:00,2016-01-01,129.54
ANANDVIHAR,Jan,NO2, 12:00:00, 12:59:00,2016-01-01,133.81
ANANDVIHAR,Jan,NO2, 13:00:00, 13:59:00,2016-01-01,128.39
ANANDVIHAR,Jan,NO2, 14:00:00, 14:59:00,2016-01-01,109.36
ANANDVIHAR,Jan,NO2, 15:00:00, 15:59:00,2016-01-01,131.49
ANANDVIHAR,Jan,NO2, 16:00:00, 16:59:00,2016-01-01,145.37
ANANDVIHAR,Jan,NO2, 17:00:00, 17:59:00,2016-01-01,167.68
ANANDVIHAR,Jan,NO2, 18:00:00, 18:59:00,2016-01-01,196.17
ANANDVIHAR,Jan,NO2, 19:00:00, 19:59:00,2016-01-01,195.54
ANANDVIHAR,Jan,NO2, 20:00:00, 20:59:00,2016-01-01,227.31
ANANDVIHAR,Jan,NO2, 21:00:00, 21:59:00,2016-01-01,249.33
ANANDVIHAR,Jan,NO2, 22:00:00, 22:59:00,2016-01-01,210.33
ANANDVIHAR,Jan,NO2, 23:00:00, 23:59:00,2016-01-01,166.94
ANANDVIHAR,Jan,NO2, 00:00:00, 00:59:00,2016-01-02,129.57
ANANDVIHAR,Jan,NO2, 01:00:00, 01:59:00,2016-01-02,91.38
ANANDVIHAR,Jan,NO2, 02:00:00, 02:59:00,2016-01-02,85.59
ANANDVIHAR,Jan,NO2, 03:00:00, 03:59:00,2016-01-02,82.13
ANANDVIHAR,Jan,NO2, 04:00:00, 04:59:00,2016-01-02,77.14
ANANDVIHAR,Jan,NO2, 05:00:00, 05:59:00,2016-01-02,74.58
ANANDVIHAR,Jan,NO2, 06:00:00, 06:59:00,2016-01-02,70.27
ANANDVIHAR,Jan,NO2, 07:00:00, 07:59:00,2016-01-02,87.37
ANANDVIHAR,Jan,NO2, 08:00:00, 08:59:00,2016-01-02,126.58
ANANDVIHAR,Jan,NO2, 09:00:00, 09:59:00,2016-01-02,125.48
ANANDVIHAR,Jan,NO2, 10:00:00, 10:59:00,2016-01-02,109.34
ANANDVIHAR,Jan,NO2, 11:00:00, 11:59:00,2016-01-02,135.18
ANANDVIHAR,Jan,NO2, 12:00:00, 12:59:00,2016-01-02,113.21
ANANDVIHAR,Jan,NO2, 13:00:00, 13:59:00,2016-01-02,119.29
ANANDVIHAR,Jan,NO2, 14:00:00, 14:59:00,2016-01-02,115.42
ANANDVIHAR,Jan,NO2, 15:00:00, 15:59:00,2016-01-02,123.78
ANANDVIHAR,Jan,NO2, 16:00:00, 16:59:00,2016-01-02,116.48
ANANDVIHAR,Jan,NO2, 17:00:00, 17:59:00,2016-01-02,122.09
ANANDVIHAR,Jan,NO2, 18:00:00, 18:59:00,2016-01-02,130.58
ANANDVIHAR,Jan,NO2, 19:00:00, 19:59:00,2016-01-02,104.03
ANANDVIHAR,Jan,NO2, 20:00:00, 20:59:00,2016-01-02,109.1
ANANDVIHAR,Jan,NO2, 21:00:00, 21:59:00,2016-01-02,138.16
ANANDVIHAR,Jan,NO2, 22:00:00, 22:59:00,2016-01-02,144.92
ANANDVIHAR,Jan,NO2, 23:00:00, 23:59:00,2016-01-02,141.99
ANANDVIHAR,Jan,NO2, 00:00:00, 00:59:00,2016-01-03,134.54
ANANDVIHAR,Jan,NO2, 01:00:00, 01:59:00,2016-01-03,103.54
ANANDVIHAR,Jan,NO2, 02:00:00, 02:59:00,2016-01-03,93.67
ANANDVIHAR,Jan,NO2, 03:00:00, 03:59:00,2016-01-03,89.23
ANANDVIHAR,Jan,NO2, 04:00:00, 04:59:00,2016-01-03,92.3
ANANDVIHAR,Jan,NO2, 05:00:00, 05:59:00,2016-01-03,96.45
ANANDVIHAR,Jan,NO2, 06:00:00, 06:59:00,2016-01-03,82.08
ANANDVIHAR,Jan,NO2, 07:00:00, 07:59:00,2016-01-03,109.33
ANANDVIHAR,Jan,NO2, 08:00:00, 08:59:00,2016-01-03,100.14
ANANDVIHAR,Jan,NO2, 09:00:00, 09:59:00,2016-01-03,85.14
ANANDVIHAR,Jan,NO2, 10:00:00, 10:59:00,2016-01-03,100.9
ANANDVIHAR,Jan,NO2, 11:00:00, 11:59:00,2016-01-03,97.91
ANANDVIHAR,Jan,NO2, 12:00:00, 12:59:00,2016-01-03,101.85
ANANDVIHAR,Jan,NO2, 13:00:00, 13:59:00,2016-01-03,121.93
ANANDVIHAR,Jan,NO2, 14:00:00, 14:59:00,2016-01-03,114.83
ANANDVIHAR,Jan,NO2, 15:00:00, 15:59:00,2016-01-03,128.53
ANANDVIHAR,Jan,NO2, 16:00:00, 16:59:00,2016-01-03,139.79
ANANDVIHAR,Jan,NO2, 17:00:00, 17:59:00,2016-01-03,146.76
ANANDVIHAR,Jan,NO2, 18:00:00, 18:59:00,2016-01-03,158.23
ANANDVIHAR,Jan,NO2, 19:00:00, 19:59:00,2016-01-03,191.24
ANANDVIHAR,Jan,NO2, 20:00:00, 20:59:00,2016-01-03,214.36
ANANDVIHAR,Jan,NO2, 21:00:00, 21:59:00,2016-01-03,207.17
ANANDVIHAR,Jan,NO2, 22:00:00, 22:59:00,2016-01-03,205.92
ANANDVIHAR,Jan,NO2, 23:00:00, 23:59:00,2016-01-03,179.33
ANANDVIHAR,Jan,NO2, 00:00:00, 00:59:00,2016-01-04,149.72
ANANDVIHAR,Jan,NO2, 01:00:00, 01:59:00,2016-01-04,117.83
ANANDVIHAR,Jan,NO2, 02:00:00, 02:59:00,2016-01-04,103.09
ANANDVIHAR,Jan,NO2, 03:00:00, 03:59:00,2016-01-04,86.79
ANANDVIHAR,Jan,NO2, 04:00:00, 04:59:00,2016-01-04,101.8
ANANDVIHAR,Jan,NO2, 05:00:00, 05:59:00,2016-01-04,110.39
ANANDVIHAR,Jan,NO2, 06:00:00, 06:59:00,2016-01-04,106.01
ANANDVIHAR,Jan,NO2, 07:00:00, 07:59:00,2016-01-04,137.42
ANANDVIHAR,Jan,NO2, 08:00:00, 08:59:00,2016-01-04,142.7
ANANDVIHAR,Jan,NO2, 09:00:00, 09:59:00,2016-01-04,168.41
ANANDVIHAR,Jan,NO2, 10:00:00, 10:59:00,2016-01-04,167.06
ANANDVIHAR,Jan,NO2, 11:00:00, 11:59:00,2016-01-04,177.28
ANANDVIHAR,Jan,NO2, 12:00:00, 12:59:00,2016-01-04,149.04
ANANDVIHAR,Jan,NO2, 13:00:00, 13:59:00,2016-01-04,132.96
ANANDVIHAR,Jan,NO2, 14:00:00, 14:59:00,2016-01-04,130.53
ANANDVIHAR,Jan,NO2, 15:00:00, 15:59:00,2016-01-04,142.28
ANANDVIHAR,Jan,NO2, 16:00:00, 16:59:00,2016-01-04,168.82
ANANDVIHAR,Jan,NO2, 17:00:00, 17:59:00,2016-01-04,197.29
ANANDVIHAR,Jan,NO2, 18:00:00, 18:59:00,2016-01-04,199.33
ANANDVIHAR,Jan,NO2, 19:00:00, 19:59:00,2016-01-04,193.47
ANANDVIHAR,Jan,NO2, 20:00:00, 20:59:00,2016-01-04,193.15
ANANDVIHAR,Jan,NO2, 21:00:00, 21:59:00,2016-01-04,197.27
ANANDVIHAR,Jan,NO2, 22:00:00, 22:59:00,2016-01-04,177.5
ANANDVIHAR,Jan,NO2, 23:00:00, 23:59:00,2016-01-04,142.49
ANANDVIHAR,Jan,NO2, 00:00:00, 00:59:00,2016-01-05,115.38
ANANDVIHAR,Jan,NO2, 01:00:00, 01:59:00,2016-01-05,107.18
ANANDVIHAR,Jan,NO2, 02:00:00, 02:59:00,2016-01-05,101.13
ANANDVIHAR,Jan,NO2, 03:00:00, 03:59:00,2016-01-05,96.63
ANANDVIHAR,Jan,NO2, 04:00:00, 04:59:00,2016-01-05,92.87
ANANDVIHAR,Jan,NO2, 05:00:00, 05:59:00,2016-01-05,107.38
ANANDVIHAR,Jan,NO2, 06:00:00, 06:59:00,2016-01-05,112.44
ANANDVIHAR,Jan,NO2, 07:00:00, 07:59:00,2016-01-05,118.99
ANANDVIHAR,Jan,NO2, 08:00:00, 08:59:00,2016-01-05,149.84
ANANDVIHAR,Jan,NO2, 09:00:00, 09:59:00,2016-01-05,152.79
ANANDVIHAR,Jan,NO2, 10:00:00, 10:59:00,2016-01-05,150.26
ANANDVIHAR,Jan,NO2, 11:00:00, 11:59:00,2016-01-05,138.27
ANANDVIHAR,Jan,NO2, 12:00:00, 12:59:00,2016-01-05,112.07
ANANDVIHAR,Jan,NO2, 13:00:00, 13:59:00,2016-01-05,99.82
ANANDVIHAR,Jan,NO2, 14:00:00, 14:59:00,2016-01-05,112.75
ANANDVIHAR,Jan,NO2, 15:00:00, 15:59:00,2016-01-05,149.74
ANANDVIHAR,Jan,NO2, 16:00:00, 16:59:00,2016-01-05,168.47
ANANDVIHAR,Jan,NO2, 17:00:00, 17:59:00,2016-01-05,181.2
ANANDVIHAR,Jan,NO2, 18:00:00, 18:59:00,2016-01-05,188.85
ANANDVIHAR,Jan,NO2, 19:00:00, 19:59:00,2016-01-05,190.13
ANANDVIHAR,Jan,NO2, 20:00:00, 20:59:00,2016-01-05,167.24
ANANDVIHAR,Jan,NO2, 21:00:00, 21:59:00,2016-01-05,167.97
ANANDVIHAR,Jan,NO2, 22:00:00, 22:59:00,2016-01-05,161.51
ANANDVIHAR,Jan,NO2, 23:00:00, 23:59:00,2016-01-05,146.73
ANANDVIHAR,Jan,NO2, 00:00:00, 00:59:00,2016-01-06,128.17
ANANDVIHAR,Jan,NO2, 01:00:00, 01:59:00,2016-01-06,112.75
ANANDVIHAR,Jan,NO2, 02:00:00, 02:59:00,2016-01-06,99.55
ANANDVIHAR,Jan,NO2, 03:00:00, 03:59:00,2016-01-06,98.61
ANANDVIHAR,Jan,NO2, 04:00:00, 04:59:00,2016-01-06,93.23
